disease,state,year,vaccine,incidence
MEASLES,WI,1940,FALSE,636.45
MEASLES,WI,1941,FALSE,993.07
MEASLES,WI,1942,FALSE,781.79
MEASLES,WI,1943,FALSE,1290.54
MEASLES,WI,1944,FALSE,1407.91
MEASLES,WI,1945,FALSE,165.52
MEASLES,WI,1946,FALSE,1333.6
MEASLES,WI,1947,FALSE,383.14
MEASLES,WI,1948,FALSE,926.15
MEASLES,WI,1949,FALSE,1171.07
MEASLES,WI,1950,FALSE,546.71
MEASLES,WI,1951,FALSE,958.0699999999999
MEASLES,WI,1952,FALSE,1140.83
MEASLES,WI,1953,FALSE,1166.84
MEASLES,WI,1954,FALSE,289.57
MEASLES,WI,1955,FALSE,1389.05
MEASLES,WI,1956,FALSE,715.74
MEASLES,WI,1957,FALSE,980.76
MEASLES,WI,1958,FALSE,1665.37
MEASLES,WI,1959,FALSE,384.77
MEASLES,WI,1960,FALSE,1090.16
MEASLES,WI,1961,FALSE,932.93
MEASLES,WI,1962,FALSE,365.34
MEASLES,WI,1963,TRUE,1413.07
MEASLES,WI,1964,TRUE,370.35
MEASLES,WI,1965,TRUE,482.22
MEASLES,WI,1966,TRUE,736.07
MEASLES,WI,1967,TRUE,49.53
MEASLES,WI,1968,TRUE,31.89
MEASLES,WI,1969,TRUE,15.33
MEASLES,WI,1970,TRUE,31.02
MEASLES,WI,1971,TRUE,87.53
MEASLES,WI,1972,TRUE,76.34
MEASLES,WI,1973,TRUE,29.97
MEASLES,WI,1974,TRUE,13.9
MEASLES,WI,1975,TRUE,32.03
MEASLES,WI,1976,TRUE,88.54
MEASLES,WI,1977,TRUE,45.35
MEASLES,WI,1978,TRUE,33.27
MEASLES,WI,1979,TRUE,13.76
MEASLES,WI,1980,TRUE,31.29
MEASLES,WI,1981,TRUE,0.12
MEASLES,WI,1982,TRUE,0.02
MEASLES,WI,1984,TRUE,0.65
MEASLES,WI,1985,TRUE,1.2
MEASLES,WI,1986,TRUE,5.85
MEASLES,WI,1987,TRUE,3.02
MEASLES,WI,1989,TRUE,6.44
MEASLES,WI,1990,TRUE,13.39
MEASLES,WI,1991,TRUE,0.14
MEASLES,WI,1993,TRUE,0
MEASLES,WI,1994,TRUE,0.04
MEASLES,WI,1995,TRUE,0
MEASLES,WI,1996,TRUE,0.02
MEASLES,WI,1997,TRUE,0
MEASLES,WI,1998,TRUE,0
MEASLES,WV,1928,FALSE,195.98
MEASLES,WV,1929,FALSE,380.14
MEASLES,WV,1930,FALSE,157.7
MEASLES,WV,1931,FALSE,291.38
MEASLES,WV,1932,FALSE,599.65
MEASLES,WV,1933,FALSE,303.34000000000003
MEASLES,WV,1934,FALSE,231.8
MEASLES,WV,1935,FALSE,605.9
MEASLES,WV,1936,FALSE,63.26
MEASLES,WV,1937,FALSE,110.04
MEASLES,WV,1938,FALSE,595.16
MEASLES,WV,1939,FALSE,99.07
MEASLES,WV,1940,FALSE,29.79
MEASLES,WV,1941,FALSE,592.24
MEASLES,WV,1942,FALSE,303.79
MEASLES,WV,1943,FALSE,133.75
MEASLES,WV,1944,FALSE,497.22
MEASLES,WV,1945,FALSE,79.64
MEASLES,WV,1946,FALSE,140.56
MEASLES,WV,1947,FALSE,143.62
MEASLES,WV,1948,FALSE,295.53
MEASLES,WV,1949,FALSE,188.45
MEASLES,WV,1950,FALSE,293.19
MEASLES,WV,1951,FALSE,227.24
MEASLES,WV,1952,FALSE,270
MEASLES,WV,1953,FALSE,309.56
MEASLES,WV,1954,FALSE,512.01
MEASLES,WV,1955,FALSE,204.22
MEASLES,WV,1956,FALSE,587.09
MEASLES,WV,1957,FALSE,185.11
MEASLES,WV,1958,FALSE,657.2
MEASLES,WV,1959,FALSE,406.39
MEASLES,WV,1960,FALSE,190.39000000000001
MEASLES,WV,1961,FALSE,429.01
MEASLES,WV,1962,FALSE,551.12
MEASLES,WV,1963,TRUE,696.29
MEASLES,WV,1964,TRUE,518.7
MEASLES,WV,1965,TRUE,832.69
MEASLES,WV,1966,TRUE,313.45
MEASLES,WV,1967,TRUE,84.57000000000001
MEASLES,WV,1968,TRUE,20.5
MEASLES,WV,1969,TRUE,13.82
MEASLES,WV,1970,TRUE,19.73
MEASLES,WV,1971,TRUE,31.990000000000002
MEASLES,WV,1972,TRUE,15.510000000000002
MEASLES,WV,1973,TRUE,12.58
MEASLES,WV,1974,TRUE,12.68
MEASLES,WV,1975,TRUE,11.73
MEASLES,WV,1976,TRUE,11.01
MEASLES,WV,1977,TRUE,13.87
MEASLES,WV,1978,TRUE,45.550000000000004
MEASLES,WV,1979,TRUE,4.54
MEASLES,WV,1980,TRUE,1.75
MEASLES,WV,1981,TRUE,0.6
MEASLES,WV,1982,TRUE,0.1
MEASLES,WV,1983,TRUE,0.05
MEASLES,WV,1985,TRUE,2.5100000000000002
MEASLES,WV,1986,TRUE,0.11
MEASLES,WV,1988,TRUE,0.33
MEASLES,WV,1989,TRUE,2.95
MEASLES,WV,1990,TRUE,0.33
MEASLES,WV,1994,TRUE,1.98
MEASLES,WV,1997,TRUE,0.05
MEASLES,WY,1928,FALSE,227
MEASLES,WY,1929,FALSE,312.15999999999997
MEASLES,WY,1930,FALSE,341.55
MEASLES,WY,1931,FALSE,60.690000000000005
MEASLES,WY,1932,FALSE,242.1
MEASLES,WY,1933,FALSE,249.06
MEASLES,WY,1934,FALSE,967.4399999999999
MEASLES,WY,1935,FALSE,935.42
MEASLES,WY,1936,FALSE,57.519999999999996
MEASLES,WY,1937,FALSE,69.91
MEASLES,WY,1938,FALSE,360.59
MEASLES,WY,1939,FALSE,1392.3400000000001
MEASLES,WY,1940,FALSE,393.6
MEASLES,WY,1941,FALSE,381.73
MEASLES,WY,1942,FALSE,635.27
MEASLES,WY,1943,FALSE,1088.61
MEASLES,WY,1944,FALSE,728.08
MEASLES,WY,1945,FALSE,157.57999999999998
MEASLES,WY,1946,FALSE,397.59
MEASLES,WY,1947,FALSE,170.19
MEASLES,WY,1948,FALSE,805.41
MEASLES,WY,1949,FALSE,201.42
MEASLES,WY,1950,FALSE,209.99
MEASLES,WY,1951,FALSE,753.58
MEASLES,WY,1952,FALSE,231.75
MEASLES,WY,1953,FALSE,497.54
MEASLES,WY,1954,FALSE,391.79
MEASLES,WY,1955,FALSE,180.83
MEASLES,WY,1956,FALSE,640.6899999999999
MEASLES,WY,1957,FALSE,69.46
MEASLES,WY,1958,FALSE,433.31
MEASLES,WY,1959,FALSE,281.2
MEASLES,WY,1960,FALSE,209.63
MEASLES,WY,1961,FALSE,143.65
MEASLES,WY,1962,FALSE,142.93
MEASLES,WY,1963,TRUE,97.92
MEASLES,WY,1964,TRUE,84.29
MEASLES,WY,1965,TRUE,226.15
MEASLES,WY,1966,TRUE,72.79
MEASLES,WY,1967,TRUE,64.27
MEASLES,WY,1968,TRUE,17
MEASLES,WY,1969,TRUE,2.43
MEASLES,WY,1970,TRUE,3.23
MEASLES,WY,1971,TRUE,24.49
MEASLES,WY,1972,TRUE,14.4
MEASLES,WY,1973,TRUE,19.68
MEASLES,WY,1974,TRUE,4.46
MEASLES,WY,1975,TRUE,0.75
MEASLES,WY,1976,TRUE,0.97
MEASLES,WY,1977,TRUE,5.77
MEASLES,WY,1979,TRUE,0.43
MEASLES,WY,1981,TRUE,0.2
MEASLES,WY,1982,TRUE,0
MEASLES,WY,1985,TRUE,1.01
MEASLES,WY,1991,TRUE,0.65
MEASLES,WY,1992,TRUE,0.21
MEASLES,WY,1996,TRUE,0.2
MEASLES,WY,1997,TRUE,0.61
POLIO,AK,1950,FALSE,45.17
POLIO,AK,1951,FALSE,20.24
POLIO,AK,1954,FALSE,154.98
POLIO,AK,1955,FALSE,24.75
POLIO,AK,1956,FALSE,8.07
POLIO,AK,1957,FALSE,1.29
POLIO,AK,1958,FALSE,0.9
POLIO,AK,1959,FALSE,8.94
POLIO,AK,1960,FALSE,0.88
POLIO,AL,1928,FALSE,2.39
POLIO,AL,1929,FALSE,2.25
POLIO,AL,1930,FALSE,2.57
POLIO,AL,1931,FALSE,2.07
POLIO,AL,1932,FALSE,1.3800000000000001
POLIO,AL,1933,FALSE,1.12
POLIO,AL,1934,FALSE,1.8900000000000001
POLIO,AL,1935,FALSE,2.27
POLIO,AL,1936,FALSE,15.36
POLIO,AL,1937,FALSE,3.0700000000000003
POLIO,AL,1938,FALSE,3.3600000000000003
POLIO,AL,1939,FALSE,1.98
POLIO,AL,1940,FALSE,1.62
POLIO,AL,1941,FALSE,27.43
POLIO,AL,1942,FALSE,4.61
POLIO,AL,1943,FALSE,1.27
POLIO,AL,1944,FALSE,3.39
POLIO,AL,1945,FALSE,5
POLIO,AL,1946,FALSE,10.85
POLIO,AL,1947,FALSE,2.18
POLIO,AL,1948,FALSE,6.83
POLIO,AL,1949,FALSE,8.55
POLIO,AL,1950,FALSE,9.13
POLIO,AL,1951,FALSE,22.15
POLIO,AL,1952,FALSE,13.56
POLIO,AL,1953,FALSE,14.93
POLIO,AL,1954,FALSE,12.47
POLIO,AL,1955,FALSE,5.5200000000000005
POLIO,AL,1956,FALSE,3.46
POLIO,AL,1957,FALSE,1.85
POLIO,AL,1958,FALSE,1.92
POLIO,AL,1959,FALSE,4.79
POLIO,AL,1960,FALSE,0.69
POLIO,AL,1961,FALSE,0.32999999999999996
POLIO,AL,1962,FALSE,0.6599999999999999
POLIO,AL,1963,TRUE,1.5899999999999999
POLIO,AL,1964,TRUE,0.06
POLIO,AL,1966,TRUE,0
POLIO,AL,1968,TRUE,0.03
POLIO,AR,1928,FALSE,0.52
POLIO,AR,1929,FALSE,0.2
POLIO,AR,1930,FALSE,4.25
POLIO,AR,1931,FALSE,0.8600000000000001
POLIO,AR,1932,FALSE,0.73
POLIO,AR,1933,FALSE,0.67
POLIO,AR,1934,FALSE,0.73
POLIO,AR,1935,FALSE,1.52
POLIO,AR,1936,FALSE,2.98
POLIO,AR,1937,FALSE,18.53
POLIO,AR,1938,FALSE,7.13
POLIO,AR,1939,FALSE,2.5500000000000003
POLIO,AR,1940,FALSE,1.3900000000000001
POLIO,AR,1941,FALSE,2.68
POLIO,AR,1942,FALSE,6.33
POLIO,AR,1943,FALSE,4.05
POLIO,AR,1944,FALSE,2.45
POLIO,AR,1945,FALSE,3.1
POLIO,AR,1946,FALSE,16.94
POLIO,AR,1947,FALSE,6
POLIO,AR,1948,FALSE,7.75
POLIO,AR,1949,FALSE,53.83
POLIO,AR,1950,FALSE,17.49
POLIO,AR,1951,FALSE,23.32
POLIO,AR,1952,FALSE,22.46
POLIO,AR,1953,FALSE,18.11
POLIO,AR,1954,FALSE,21.4
POLIO,AR,1955,FALSE,10.129999999999999
POLIO,AR,1956,FALSE,13.34
POLIO,AR,1957,FALSE,4.9399999999999995
POLIO,AR,1958,FALSE,2.42
POLIO,AR,1959,FALSE,10.98
POLIO,AR,1960,FALSE,2.32
POLIO,AR,1961,FALSE,1.49
POLIO,AR,1962,FALSE,1.3800000000000001
POLIO,AR,1963,TRUE,0.25
POLIO,AR,1965,TRUE,0.1
POLIO,AR,1966,TRUE,0.05
POLIO,AR,1967,TRUE,0.05
POLIO,AR,1968,TRUE,0.05
POLIO,AZ,1928,FALSE,2.61
POLIO,AZ,1929,FALSE,2.0700000000000003
POLIO,AZ,1930,FALSE,7.36
POLIO,AZ,1931,FALSE,2.5300000000000002
POLIO,AZ,1932,FALSE,1.62
POLIO,AZ,1933,FALSE,3.7199999999999998
POLIO,AZ,1934,FALSE,25.68
POLIO,AZ,1935,FALSE,4.83
POLIO,AZ,1936,FALSE,2.06
POLIO,AZ,1937,FALSE,4.4
POLIO,AZ,1938,FALSE,2.56
POLIO,AZ,1939,FALSE,30.4
POLIO,AZ,1940,FALSE,5
POLIO,AZ,1941,FALSE,2.63
POLIO,AZ,1942,FALSE,5.2299999999999995
POLIO,AZ,1943,FALSE,11.18
POLIO,AZ,1944,FALSE,7.28
POLIO,AZ,1945,FALSE,3.9800000000000004
POLIO,AZ,1946,FALSE,13.36
POLIO,AZ,1947,FALSE,7.02
POLIO,AZ,1948,FALSE,23.03
POLIO,AZ,1949,FALSE,22.96
POLIO,AZ,1950,FALSE,22.59
POLIO,AZ,1951,FALSE,37.14
POLIO,AZ,1952,FALSE,42.07
POLIO,AZ,1953,FALSE,43.02
POLIO,AZ,1954,FALSE,23.9
POLIO,AZ,1955,FALSE,12.95
POLIO,AZ,1956,FALSE,14.32
POLIO,AZ,1957,FALSE,5.21
POLIO,AZ,1958,FALSE,2.8000000000000003
POLIO,AZ,1959,FALSE,4.96
POLIO,AZ,1960,FALSE,0.7
POLIO,AZ,1961,FALSE,0.6300000000000001
POLIO,AZ,1962,FALSE,0.42000000000000004
POLIO,AZ,1963,TRUE,0.2
POLIO,AZ,1965,TRUE,0.12
POLIO,AZ,1968,TRUE,0.06
POLIO,CA,1928,FALSE,5.04
POLIO,CA,1929,FALSE,2.8200000000000003
POLIO,CA,1930,FALSE,30.71
POLIO,CA,1931,FALSE,4.3
POLIO,CA,1932,FALSE,2.85
POLIO,CA,1933,FALSE,2.5500000000000003
POLIO,CA,1934,FALSE,53.99
POLIO,CA,1935,FALSE,12.6
POLIO,CA,1936,FALSE,5.94
POLIO,CA,1937,FALSE,9.81
POLIO,CA,1938,FALSE,3.91
POLIO,CA,1939,FALSE,12.52
POLIO,CA,1940,FALSE,8.11
POLIO,CA,1941,FALSE,2.97
POLIO,CA,1942,FALSE,3.63
POLIO,CA,1943,FALSE,21.419999999999998
POLIO,CA,1944,FALSE,7.14
POLIO,CA,1945,FALSE,7.89
POLIO,CA,1946,FALSE,16.67
POLIO,CA,1947,FALSE,9.9
POLIO,CA,1948,FALSE,54.410000000000004
POLIO,CA,1949,FALSE,25.24
POLIO,CA,1950,FALSE,19.58
POLIO,CA,1951,FALSE,28.52
POLIO,CA,1952,FALSE,31.93
POLIO,CA,1953,FALSE,32.32
POLIO,CA,1954,FALSE,36.56
POLIO,CA,1955,FALSE,15.43
POLIO,CA,1956,FALSE,15.75
POLIO,CA,1957,FALSE,5.32
POLIO,CA,1958,FALSE,2.05
POLIO,CA,1959,FALSE,2.24
POLIO,CA,1960,FALSE,2.63
POLIO,CA,1961,FALSE,0.6
POLIO,CA,1962,FALSE,0.54
POLIO,CA,1963,TRUE,0.17
POLIO,CA,1964,TRUE,0.02
POLIO,CA,1965,TRUE,0.03
POLIO,CA,1966,TRUE,0.03
POLIO,CA,1967,TRUE,0.09
POLIO,CA,1968,TRUE,0.08
POLIO,CO,1928,FALSE,7.04
POLIO,CO,1929,FALSE,1.3
POLIO,CO,1930,FALSE,6.25
POLIO,CO,1931,FALSE,0.82
POLIO,CO,1932,FALSE,0.72
POLIO,CO,1933,FALSE,0.65
POLIO,CO,1934,FALSE,1.57
POLIO,CO,1935,FALSE,1.29
POLIO,CO,1936,FALSE,6.4
POLIO,CO,1937,FALSE,19.46
POLIO,CO,1938,FALSE,5.85
POLIO,CO,1939,FALSE,12.56
POLIO,CO,1940,FALSE,3.58
POLIO,CO,1941,FALSE,2.51
POLIO,CO,1942,FALSE,3.32
POLIO,CO,1943,FALSE,19.54
POLIO,CO,1944,FALSE,6.17
POLIO,CO,1945,FALSE,12.42
POLIO,CO,1946,FALSE,54.45
POLIO,CO,1947,FALSE,11.31
POLIO,CO,1948,FALSE,9.71
POLIO,CO,1949,FALSE,52.14
POLIO,CO,1950,FALSE,15.98
POLIO,CO,1951,FALSE,81.21
POLIO,CO,1952,FALSE,57.589999999999996
POLIO,CO,1953,FALSE,13.610000000000001
POLIO,CO,1954,FALSE,26.61
POLIO,CO,1955,FALSE,13.98
POLIO,CO,1956,FALSE,10.06
POLIO,CO,1957,FALSE,3.12
POLIO,CO,1958,FALSE,1.3199999999999998
POLIO,CO,1959,FALSE,1.08
POLIO,CO,1960,FALSE,1.19
POLIO,CO,1961,FALSE,0.56
POLIO,CO,1962,FALSE,0.2
POLIO,CO,1963,TRUE,0.05
POLIO,CO,1964,TRUE,0.05
POLIO,CT,1928,FALSE,4.53
POLIO,CT,1929,FALSE,1.32
POLIO,CT,1930,FALSE,4.57
POLIO,CT,1931,FALSE,69.95
POLIO,CT,1932,FALSE,1.92
POLIO,CT,1933,FALSE,4.49
POLIO,CT,1934,FALSE,0.84
POLIO,CT,1935,FALSE,24.54
POLIO,CT,1936,FALSE,0.84
POLIO,CT,1937,FALSE,6.7
POLIO,CT,1938,FALSE,2.6399999999999997
POLIO,CT,1939,FALSE,2.65
POLIO,CT,1940,FALSE,1.1099999999999999
POLIO,CT,1941,FALSE,6.2
POLIO,CT,1942,FALSE,2.47
POLIO,CT,1943,FALSE,17.46
POLIO,CT,1944,FALSE,10.860000000000001
POLIO,CT,1945,FALSE,11.39
POLIO,CT,1946,FALSE,7.7
POLIO,CT,1947,FALSE,6.8500000000000005
POLIO,CT,1948,FALSE,6.18
POLIO,CT,1949,FALSE,32.36
POLIO,CT,1950,FALSE,24.01
POLIO,CT,1951,FALSE,14.52
POLIO,CT,1952,FALSE,17.52
POLIO,CT,1953,FALSE,16.77
POLIO,CT,1954,FALSE,19.9
POLIO,CT,1955,FALSE,25.62
POLIO,CT,1956,FALSE,5.53
POLIO,CT,1957,FALSE,1.6600000000000001
POLIO,CT,1958,FALSE,1.77
POLIO,CT,1959,FALSE,2.39
POLIO,CT,1960,FALSE,1.44
POLIO,CT,1961,FALSE,0.2
POLIO,CT,1962,FALSE,0.08
POLIO,CT,1963,TRUE,0.07
POLIO,CT,1964,TRUE,0.08
POLIO,DC,1928,FALSE,6.92
POLIO,DC,1929,FALSE,1.26
POLIO,DC,1930,FALSE,1.8
POLIO,DC,1931,FALSE,2.99
POLIO,DC,1932,FALSE,6.57
POLIO,DC,1933,FALSE,1.33
POLIO,DC,1934,FALSE,1.6099999999999999
POLIO,DC,1935,FALSE,14.09
POLIO,DC,1936,FALSE,0.96
POLIO,DC,1937,FALSE,4.84
POLIO,DC,1938,FALSE,6.36
POLIO,DC,1939,FALSE,8.44
POLIO,DC,1940,FALSE,1.35
POLIO,DC,1941,FALSE,8.56
POLIO,DC,1942,FALSE,1.42
POLIO,DC,1943,FALSE,1
POLIO,DC,1944,FALSE,20.15
POLIO,DC,1945,FALSE,14.86
POLIO,DC,1946,FALSE,5.71
POLIO,DC,1947,FALSE,2.8600000000000003
POLIO,DC,1948,FALSE,16.2
POLIO,DC,1949,FALSE,13.25
POLIO,DC,1950,FALSE,22.81
POLIO,DC,1951,FALSE,8.12
POLIO,DC,1952,FALSE,14.36
POLIO,DC,1953,FALSE,7.9799999999999995
POLIO,DC,1954,FALSE,11.16
POLIO,DC,1955,FALSE,6.25
POLIO,DC,1956,FALSE,1.4300000000000002
POLIO,DC,1957,FALSE,9.190000000000001
POLIO,DC,1958,FALSE,1.32
POLIO,DC,1959,FALSE,0.52
POLIO,DC,1960,FALSE,0.65
POLIO,DC,1961,FALSE,0.39
POLIO,DC,1962,FALSE,0.13
POLIO,DC,1963,TRUE,0
POLIO,DC,1968,TRUE,0
POLIO,DE,1928,FALSE,3.44
POLIO,DE,1929,FALSE,2.1
POLIO,DE,1930,FALSE,2.52
POLIO,DE,1931,FALSE,2.05
POLIO,DE,1932,FALSE,4.5
POLIO,DE,1933,FALSE,5.23
POLIO,DE,1934,FALSE,1.2000000000000002
POLIO,DE,1935,FALSE,1.9900000000000002
POLIO,DE,1936,FALSE,0.4
POLIO,DE,1937,FALSE,3.14
POLIO,DE,1938,FALSE,1.55
POLIO,DE,1939,FALSE,2.09
POLIO,DE,1940,FALSE,0.56
POLIO,DE,1941,FALSE,7.45
POLIO,DE,1942,FALSE,5.4
POLIO,DE,1943,FALSE,2.65
POLIO,DE,1944,FALSE,28.95
POLIO,DE,1945,FALSE,11.19
POLIO,DE,1946,FALSE,11.21
POLIO,DE,1947,FALSE,36.57
POLIO,DE,1948,FALSE,40.69
POLIO,DE,1949,FALSE,14.63
POLIO,DE,1950,FALSE,13.36
POLIO,DE,1951,FALSE,4.22
POLIO,DE,1952,FALSE,29.75
POLIO,DE,1953,FALSE,9.06
POLIO,DE,1954,FALSE,24.19
POLIO,DE,1955,FALSE,14.16
POLIO,DE,1956,FALSE,6.92
POLIO,DE,1957,FALSE,2.57
POLIO,DE,1958,FALSE,6.44
POLIO,DE,1959,FALSE,1.83
POLIO,DE,1960,FALSE,0.22
POLIO,DE,1961,FALSE,0.44
POLIO,DE,1963,TRUE,0.21
POLIO,FL,1928,FALSE,1.4700000000000002
POLIO,FL,1929,FALSE,2.3800000000000003
POLIO,FL,1930,FALSE,0.8400000000000001
POLIO,FL,1931,FALSE,1.1800000000000002
POLIO,FL,1932,FALSE,0.55
POLIO,FL,1933,FALSE,0.55
POLIO,FL,1934,FALSE,1.07
POLIO,FL,1935,FALSE,0.96
POLIO,FL,1936,FALSE,2.4699999999999998
POLIO,FL,1937,FALSE,2.15
POLIO,FL,1938,FALSE,1.99
POLIO,FL,1939,FALSE,4.14
POLIO,FL,1940,FALSE,2.27
POLIO,FL,1941,FALSE,12.540000000000001
POLIO,FL,1942,FALSE,2.31
POLIO,FL,1943,FALSE,0.86
POLIO,FL,1944,FALSE,3.76
POLIO,FL,1945,FALSE,4.75
POLIO,FL,1946,FALSE,20.62
POLIO,FL,1947,FALSE,5.36
POLIO,FL,1948,FALSE,10.47
POLIO,FL,1949,FALSE,10.62
POLIO,FL,1950,FALSE,16.49
POLIO,FL,1951,FALSE,11.52
POLIO,FL,1952,FALSE,18.05
POLIO,FL,1953,FALSE,20.45
POLIO,FL,1954,FALSE,50.92
POLIO,FL,1955,FALSE,12.13
POLIO,FL,1956,FALSE,9.09
POLIO,FL,1957,FALSE,3.54
POLIO,FL,1958,FALSE,5.5600000000000005
POLIO,FL,1959,FALSE,3.16
POLIO,FL,1960,FALSE,1.44
POLIO,FL,1961,FALSE,0.75
POLIO,FL,1962,FALSE,0.2
POLIO,FL,1963,TRUE,0.65
POLIO,FL,1964,TRUE,0.2
POLIO,GA,1928,FALSE,0.38
POLIO,GA,1929,FALSE,0.78
POLIO,GA,1930,FALSE,0.67
POLIO,GA,1931,FALSE,1
POLIO,GA,1932,FALSE,0.56
POLIO,GA,1933,FALSE,0.56
POLIO,GA,1934,FALSE,0.64
POLIO,GA,1935,FALSE,0.64
POLIO,GA,1936,FALSE,4.39
POLIO,GA,1937,FALSE,2.52
POLIO,GA,1938,FALSE,1.7
POLIO,GA,1939,FALSE,2.84
POLIO,GA,1940,FALSE,1.5
POLIO,GA,1941,FALSE,22.27
POLIO,GA,1942,FALSE,2.97
POLIO,GA,1943,FALSE,0.65
POLIO,GA,1944,FALSE,2.77
POLIO,GA,1945,FALSE,3.66
POLIO,GA,1946,FALSE,4.62
POLIO,GA,1947,FALSE,3.05
POLIO,GA,1948,FALSE,7.0600000000000005
POLIO,GA,1949,FALSE,7.41
POLIO,GA,1950,FALSE,14.24
POLIO,GA,1951,FALSE,18.580000000000002
POLIO,GA,1952,FALSE,16.07
POLIO,GA,1953,FALSE,12.96
POLIO,GA,1954,FALSE,20.95
POLIO,GA,1955,FALSE,7.15
POLIO,GA,1956,FALSE,5.32
POLIO,GA,1957,FALSE,2.2600000000000002
POLIO,GA,1958,FALSE,1.41
POLIO,GA,1959,FALSE,2.7
POLIO,GA,1960,FALSE,0.72
POLIO,GA,1961,FALSE,0.7000000000000001
POLIO,GA,1962,FALSE,0.46
POLIO,GA,1963,TRUE,0.51
POLIO,GA,1964,TRUE,0.06
POLIO,GA,1966,TRUE,0.02
POLIO,HI,1950,FALSE,4
POLIO,HI,1951,FALSE,5.39
POLIO,HI,1954,FALSE,46.33
POLIO,HI,1955,FALSE,32.1
POLIO,HI,1956,FALSE,11.66
POLIO,HI,1957,FALSE,2.5500000000000003
POLIO,HI,1958,FALSE,12.620000000000001
POLIO,HI,1959,FALSE,0.8
POLIO,HI,1960,FALSE,1.28
POLIO,HI,1961,FALSE,0.6
POLIO,HI,1962,FALSE,0.3
POLIO,IA,1928,FALSE,1.36
POLIO,IA,1929,FALSE,3.04
POLIO,IA,1930,FALSE,9.04
POLIO,IA,1931,FALSE,6.5200000000000005
POLIO,IA,1932,FALSE,1.92
POLIO,IA,1933,FALSE,1.8
POLIO,IA,1934,FALSE,1.4
POLIO,IA,1935,FALSE,2.56
POLIO,IA,1936,FALSE,2.84
POLIO,IA,1937,FALSE,9.68
POLIO,IA,1938,FALSE,3.66
POLIO,IA,1939,FALSE,7.13
POLIO,IA,1940,FALSE,23.169999999999998
POLIO,IA,1941,FALSE,2.52
POLIO,IA,1942,FALSE,2.41
POLIO,IA,1943,FALSE,6.61
POLIO,IA,1944,FALSE,8.25
POLIO,IA,1945,FALSE,12.35
POLIO,IA,1946,FALSE,21.74
POLIO,IA,1947,FALSE,8.3
POLIO,IA,1948,FALSE,46.39
POLIO,IA,1949,FALSE,46.97
POLIO,IA,1950,FALSE,48.83
POLIO,IA,1951,FALSE,16.91
POLIO,IA,1952,FALSE,102.87
POLIO,IA,1953,FALSE,23.02
POLIO,IA,1954,FALSE,55.25
POLIO,IA,1955,FALSE,19.259999999999998
POLIO,IA,1956,FALSE,24.01
POLIO,IA,1957,FALSE,6.79
POLIO,IA,1958,FALSE,2.91
POLIO,IA,1959,FALSE,10.45
POLIO,IA,1960,FALSE,1.02
POLIO,IA,1961,FALSE,0.8200000000000001
POLIO,IA,1962,FALSE,0.34
POLIO,IA,1964,TRUE,0.04
POLIO,IA,1965,TRUE,0.12
POLIO,IA,1967,TRUE,0.04
POLIO,IA,1968,TRUE,0.07
POLIO,ID,1928,FALSE,8.68
POLIO,ID,1929,FALSE,1.55
POLIO,ID,1930,FALSE,2.87
POLIO,ID,1931,FALSE,1.54
POLIO,ID,1932,FALSE,1.31
POLIO,ID,1933,FALSE,1.3
POLIO,ID,1934,FALSE,25.56
POLIO,ID,1935,FALSE,0.42
POLIO,ID,1936,FALSE,3.41
POLIO,ID,1937,FALSE,2.7800000000000002
POLIO,ID,1938,FALSE,2.42
POLIO,ID,1939,FALSE,8.34
POLIO,ID,1940,FALSE,8.69
POLIO,ID,1941,FALSE,3
POLIO,ID,1942,FALSE,1.05
POLIO,ID,1943,FALSE,2.1
POLIO,ID,1944,FALSE,2.75
POLIO,ID,1945,FALSE,5.03
POLIO,ID,1946,FALSE,9.45
POLIO,ID,1947,FALSE,67.24
POLIO,ID,1948,FALSE,17.09
POLIO,ID,1949,FALSE,89.69
POLIO,ID,1950,FALSE,27
POLIO,ID,1951,FALSE,21.42
POLIO,ID,1952,FALSE,52.47
POLIO,ID,1953,FALSE,15.97
POLIO,ID,1954,FALSE,20.71
POLIO,ID,1955,FALSE,40.269999999999996
POLIO,ID,1956,FALSE,17.39
POLIO,ID,1957,FALSE,4.4
POLIO,ID,1958,FALSE,1.83
POLIO,ID,1959,FALSE,1.2
POLIO,ID,1960,FALSE,1.65
POLIO,ID,1961,FALSE,2.2199999999999998
POLIO,ID,1962,FALSE,0.28
POLIO,ID,1963,TRUE,0
POLIO,ID,1964,TRUE,0.15
POLIO,IL,1928,FALSE,1.49
POLIO,IL,1929,FALSE,1.1
POLIO,IL,1930,FALSE,5.94
POLIO,IL,1931,FALSE,9.57
POLIO,IL,1932,FALSE,2.69
POLIO,IL,1933,FALSE,2.81
POLIO,IL,1934,FALSE,2.8
POLIO,IL,1935,FALSE,3.3
POLIO,IL,1936,FALSE,7.91
POLIO,IL,1937,FALSE,10.31
POLIO,IL,1938,FALSE,4
POLIO,IL,1939,FALSE,2.19
POLIO,IL,1940,FALSE,5.7700000000000005
POLIO,IL,1941,FALSE,4.92
POLIO,IL,1942,FALSE,5.59
POLIO,IL,1943,FALSE,17.33
POLIO,IL,1944,FALSE,7.1
POLIO,IL,1945,FALSE,13.78
POLIO,IL,1946,FALSE,25.5
POLIO,IL,1947,FALSE,12.3
