disease,state,year,vaccine,incidence
MEASLES,AK,1954,FALSE,691.67
MEASLES,AK,1955,FALSE,241.87
MEASLES,AK,1956,FALSE,1120.98
MEASLES,AK,1957,FALSE,414.7
MEASLES,AK,1958,FALSE,562.0600000000001
MEASLES,AK,1959,FALSE,816.55
MEASLES,AK,1960,FALSE,635.79
MEASLES,AK,1961,FALSE,420.96
MEASLES,AK,1962,FALSE,571.54
MEASLES,AK,1963,TRUE,722.27
MEASLES,AK,1964,TRUE,439.89
MEASLES,AK,1965,TRUE,79.38
MEASLES,AK,1966,TRUE,236.57
MEASLES,AK,1967,TRUE,53.27
MEASLES,AK,1968,TRUE,3.86
MEASLES,AK,1969,TRUE,6.7700000000000005
MEASLES,AK,1970,TRUE,33.61
MEASLES,AK,1971,TRUE,19.42
MEASLES,AK,1972,TRUE,3.94
MEASLES,AK,1973,TRUE,1.47
MEASLES,AK,1974,TRUE,0.27
MEASLES,AK,1976,TRUE,2.73
MEASLES,AK,1977,TRUE,15.07
MEASLES,AK,1978,TRUE,0.5
MEASLES,AK,1979,TRUE,4.48
MEASLES,AK,1980,TRUE,1.44
MEASLES,AK,1982,TRUE,0.2
MEASLES,AK,1988,TRUE,0.18
MEASLES,AK,1989,TRUE,0
MEASLES,AK,1990,TRUE,4.86
MEASLES,AK,1991,TRUE,0.18
MEASLES,AK,1992,TRUE,0.68
MEASLES,AK,1994,TRUE,2.67
MEASLES,AK,1996,TRUE,11.16
MEASLES,AK,1997,TRUE,0.16
MEASLES,AK,1998,TRUE,2.58
MEASLES,AK,2000,TRUE,0.16
MEASLES,AL,1928,FALSE,334.99
MEASLES,AL,1929,FALSE,111.93
MEASLES,AL,1930,FALSE,157
MEASLES,AL,1931,FALSE,337.29
MEASLES,AL,1932,FALSE,10.21
MEASLES,AL,1933,FALSE,65.22
MEASLES,AL,1934,FALSE,590.27
MEASLES,AL,1935,FALSE,265.34
MEASLES,AL,1936,FALSE,20.78
MEASLES,AL,1937,FALSE,22.46
MEASLES,AL,1938,FALSE,496.44
MEASLES,AL,1939,FALSE,182.64
MEASLES,AL,1940,FALSE,115.12
MEASLES,AL,1941,FALSE,297.47
MEASLES,AL,1942,FALSE,126.15
MEASLES,AL,1943,FALSE,130.82
MEASLES,AL,1944,FALSE,252.87
MEASLES,AL,1945,FALSE,27.330000000000002
MEASLES,AL,1946,FALSE,126.75
MEASLES,AL,1947,FALSE,127.26
MEASLES,AL,1948,FALSE,69.09
MEASLES,AL,1949,FALSE,368.8
MEASLES,AL,1950,FALSE,50.9
MEASLES,AL,1951,FALSE,103.24
MEASLES,AL,1952,FALSE,351.72
MEASLES,AL,1953,FALSE,93.99
MEASLES,AL,1954,FALSE,280.39
MEASLES,AL,1955,FALSE,69.68
MEASLES,AL,1956,FALSE,231.75
MEASLES,AL,1957,FALSE,299.79
MEASLES,AL,1958,FALSE,242.34
MEASLES,AL,1959,FALSE,108.19
MEASLES,AL,1960,FALSE,63.33
MEASLES,AL,1961,FALSE,78.01
MEASLES,AL,1962,FALSE,71.58
MEASLES,AL,1963,TRUE,34.74
MEASLES,AL,1964,TRUE,533.68
MEASLES,AL,1965,TRUE,68.2
MEASLES,AL,1966,TRUE,52.38
MEASLES,AL,1967,TRUE,38.98
MEASLES,AL,1968,TRUE,4.65
MEASLES,AL,1969,TRUE,0.36
MEASLES,AL,1970,TRUE,13.94
MEASLES,AL,1971,TRUE,55.24
MEASLES,AL,1972,TRUE,4.0200000000000005
MEASLES,AL,1973,TRUE,0.42
MEASLES,AL,1974,TRUE,0.58
MEASLES,AL,1975,TRUE,0.13
MEASLES,AL,1977,TRUE,2.06
MEASLES,AL,1978,TRUE,3.43
MEASLES,AL,1979,TRUE,3.35
MEASLES,AL,1980,TRUE,0.57
MEASLES,AL,1981,TRUE,0
MEASLES,AL,1982,TRUE,0.05
MEASLES,AL,1983,TRUE,0.03
MEASLES,AL,1984,TRUE,0
MEASLES,AL,1986,TRUE,0.02
MEASLES,AL,1987,TRUE,0.09000000000000001
MEASLES,AL,1988,TRUE,0.02
MEASLES,AL,1989,TRUE,1.46
MEASLES,AL,1990,TRUE,0.65
MEASLES,AL,1991,TRUE,0.02
MEASLES,AL,1993,TRUE,0.02
MEASLES,AL,1997,TRUE,0.14
MEASLES,AL,1998,TRUE,0
MEASLES,AL,2002,TRUE,0.16
MEASLES,AR,1928,FALSE,481.77
MEASLES,AR,1929,FALSE,67.22
MEASLES,AR,1930,FALSE,53.44
MEASLES,AR,1931,FALSE,45.910000000000004
MEASLES,AR,1932,FALSE,5.33
MEASLES,AR,1933,FALSE,293.32
MEASLES,AR,1934,FALSE,384.57
MEASLES,AR,1935,FALSE,80.33
MEASLES,AR,1936,FALSE,5.66
MEASLES,AR,1937,FALSE,16.98
MEASLES,AR,1938,FALSE,356.73
MEASLES,AR,1939,FALSE,123.51
MEASLES,AR,1940,FALSE,72
MEASLES,AR,1941,FALSE,273.89
MEASLES,AR,1942,FALSE,232.7
MEASLES,AR,1943,FALSE,162.6
MEASLES,AR,1944,FALSE,207.51
MEASLES,AR,1945,FALSE,69.5
MEASLES,AR,1946,FALSE,168.47
MEASLES,AR,1947,FALSE,130.61
MEASLES,AR,1948,FALSE,208.3
MEASLES,AR,1949,FALSE,667.72
MEASLES,AR,1950,FALSE,91.12
MEASLES,AR,1951,FALSE,401.09
MEASLES,AR,1952,FALSE,188.54999999999998
MEASLES,AR,1953,FALSE,727.41
MEASLES,AR,1954,FALSE,151.03
MEASLES,AR,1955,FALSE,173.54
MEASLES,AR,1956,FALSE,506.86
MEASLES,AR,1957,FALSE,78.41
MEASLES,AR,1958,FALSE,173.95
MEASLES,AR,1959,FALSE,46.49
MEASLES,AR,1960,FALSE,89.24
MEASLES,AR,1961,FALSE,93.26
MEASLES,AR,1962,FALSE,77.61
MEASLES,AR,1963,TRUE,77.5
MEASLES,AR,1964,TRUE,58.28
MEASLES,AR,1965,TRUE,63.08
MEASLES,AR,1966,TRUE,72.49
MEASLES,AR,1967,TRUE,66.76
MEASLES,AR,1968,TRUE,0.15000000000000002
MEASLES,AR,1969,TRUE,1.51
MEASLES,AR,1970,TRUE,1.66
MEASLES,AR,1971,TRUE,21.91
MEASLES,AR,1972,TRUE,0.65
MEASLES,AR,1973,TRUE,3.71
MEASLES,AR,1974,TRUE,0.66
MEASLES,AR,1975,TRUE,0.1
MEASLES,AR,1976,TRUE,0.91
MEASLES,AR,1977,TRUE,2.04
MEASLES,AR,1978,TRUE,0.96
MEASLES,AR,1979,TRUE,0.47
MEASLES,AR,1980,TRUE,0.76
MEASLES,AR,1981,TRUE,0.59
MEASLES,AR,1983,TRUE,0.04
MEASLES,AR,1984,TRUE,0.38
MEASLES,AR,1986,TRUE,12.21
MEASLES,AR,1989,TRUE,0.21000000000000002
MEASLES,AR,1990,TRUE,1.74
MEASLES,AR,1995,TRUE,0.08
MEASLES,AR,1997,TRUE,0.12
MEASLES,AR,1999,TRUE,0.16
MEASLES,AR,2000,TRUE,0.04
MEASLES,AZ,1928,FALSE,200.75
MEASLES,AZ,1929,FALSE,54.879999999999995
MEASLES,AZ,1930,FALSE,466.31
MEASLES,AZ,1931,FALSE,497.69
MEASLES,AZ,1932,FALSE,20.11
MEASLES,AZ,1933,FALSE,296.01
MEASLES,AZ,1934,FALSE,238.81
MEASLES,AZ,1935,FALSE,135.02
MEASLES,AZ,1936,FALSE,525.5
MEASLES,AZ,1937,FALSE,837.3
MEASLES,AZ,1938,FALSE,149.34
MEASLES,AZ,1939,FALSE,144.02
MEASLES,AZ,1940,FALSE,339.06
MEASLES,AZ,1941,FALSE,615.29
MEASLES,AZ,1942,FALSE,740.83
MEASLES,AZ,1943,FALSE,172.44
MEASLES,AZ,1944,FALSE,736.71
MEASLES,AZ,1945,FALSE,93.74
MEASLES,AZ,1946,FALSE,498.69
MEASLES,AZ,1947,FALSE,224.49
MEASLES,AZ,1948,FALSE,623.38
MEASLES,AZ,1949,FALSE,531.46
MEASLES,AZ,1950,FALSE,315.95
MEASLES,AZ,1951,FALSE,1351.49
MEASLES,AZ,1952,FALSE,424.59
MEASLES,AZ,1953,FALSE,557.91
MEASLES,AZ,1954,FALSE,531.51
MEASLES,AZ,1955,FALSE,1024.03
MEASLES,AZ,1956,FALSE,644.3199999999999
MEASLES,AZ,1957,FALSE,700.97
MEASLES,AZ,1958,FALSE,825.18
MEASLES,AZ,1959,FALSE,719.02
MEASLES,AZ,1960,FALSE,325.91
MEASLES,AZ,1961,FALSE,559.22
MEASLES,AZ,1962,FALSE,431.74
MEASLES,AZ,1963,TRUE,583.67
MEASLES,AZ,1964,TRUE,405.54
MEASLES,AZ,1965,TRUE,100.6
MEASLES,AZ,1966,TRUE,336.9
MEASLES,AZ,1967,TRUE,62.08
MEASLES,AZ,1968,TRUE,14.61
MEASLES,AZ,1969,TRUE,31.21
MEASLES,AZ,1970,TRUE,53.05
MEASLES,AZ,1971,TRUE,25.39
MEASLES,AZ,1972,TRUE,40.83
MEASLES,AZ,1973,TRUE,1.1199999999999999
MEASLES,AZ,1974,TRUE,0.89
MEASLES,AZ,1975,TRUE,3.5300000000000002
MEASLES,AZ,1976,TRUE,10
MEASLES,AZ,1977,TRUE,8.71
MEASLES,AZ,1978,TRUE,2.52
MEASLES,AZ,1979,TRUE,3.25
MEASLES,AZ,1980,TRUE,11.63
MEASLES,AZ,1981,TRUE,0.36
MEASLES,AZ,1982,TRUE,0.53
MEASLES,AZ,1985,TRUE,7.49
MEASLES,AZ,1986,TRUE,7.45
MEASLES,AZ,1987,TRUE,1
MEASLES,AZ,1988,TRUE,0.08
MEASLES,AZ,1989,TRUE,3.96
MEASLES,AZ,1990,TRUE,7.72
MEASLES,AZ,1991,TRUE,9.040000000000001
MEASLES,AZ,1992,TRUE,0
MEASLES,AZ,1993,TRUE,0.06
MEASLES,AZ,1994,TRUE,0.2
MEASLES,AZ,1995,TRUE,0.27
MEASLES,AZ,1996,TRUE,0.17
MEASLES,AZ,1997,TRUE,0.18
MEASLES,AZ,1998,TRUE,0.2
MEASLES,AZ,1999,TRUE,0.02
MEASLES,AZ,2001,TRUE,0.02
MEASLES,CA,1928,FALSE,69.22
MEASLES,CA,1929,FALSE,72.8
MEASLES,CA,1930,FALSE,760.24
MEASLES,CA,1931,FALSE,477.48
MEASLES,CA,1932,FALSE,214.08
MEASLES,CA,1933,FALSE,445.28000000000003
MEASLES,CA,1934,FALSE,423.26
MEASLES,CA,1935,FALSE,466.38
MEASLES,CA,1936,FALSE,773.54
MEASLES,CA,1937,FALSE,78.26
MEASLES,CA,1938,FALSE,278.32
MEASLES,CA,1939,FALSE,939.48
MEASLES,CA,1940,FALSE,376.44
MEASLES,CA,1941,FALSE,174.42
MEASLES,CA,1942,FALSE,1222.01
MEASLES,CA,1943,FALSE,340.06
MEASLES,CA,1944,FALSE,599.97
MEASLES,CA,1945,FALSE,339.44
MEASLES,CA,1946,FALSE,575.16
MEASLES,CA,1947,FALSE,74.98
MEASLES,CA,1948,FALSE,487.90999999999997
MEASLES,CA,1949,FALSE,320.82
MEASLES,CA,1950,FALSE,137.92
MEASLES,CA,1951,FALSE,548.36
MEASLES,CA,1952,FALSE,335.25
MEASLES,CA,1953,FALSE,438.91
MEASLES,CA,1954,FALSE,473.05
MEASLES,CA,1955,FALSE,513.46
MEASLES,CA,1956,FALSE,235.21
MEASLES,CA,1957,FALSE,353.35
MEASLES,CA,1958,FALSE,235.72
MEASLES,CA,1959,FALSE,251.82
MEASLES,CA,1960,FALSE,140.03
MEASLES,CA,1961,FALSE,223.42000000000002
MEASLES,CA,1962,FALSE,164.85999999999999
MEASLES,CA,1963,TRUE,113.36
MEASLES,CA,1964,TRUE,179.9
MEASLES,CA,1965,TRUE,74.6
MEASLES,CA,1966,TRUE,80.59
MEASLES,CA,1967,TRUE,27.45
MEASLES,CA,1968,TRUE,8.49
MEASLES,CA,1969,TRUE,4.57
MEASLES,CA,1970,TRUE,9.55
MEASLES,CA,1971,TRUE,13.88
MEASLES,CA,1972,TRUE,15.43
MEASLES,CA,1973,TRUE,3.82
MEASLES,CA,1974,TRUE,5.14
MEASLES,CA,1975,TRUE,23.78
MEASLES,CA,1976,TRUE,10.41
MEASLES,CA,1977,TRUE,34.75
MEASLES,CA,1978,TRUE,2.81
MEASLES,CA,1979,TRUE,4.08
MEASLES,CA,1980,TRUE,3.65
MEASLES,CA,1981,TRUE,1.4000000000000001
MEASLES,CA,1982,TRUE,3.16
MEASLES,CA,1983,TRUE,0.59
MEASLES,CA,1984,TRUE,1.2
MEASLES,CA,1985,TRUE,0.92
MEASLES,CA,1986,TRUE,1.52
MEASLES,CA,1987,TRUE,2.68
MEASLES,CA,1988,TRUE,2.48
MEASLES,CA,1989,TRUE,7.34
MEASLES,CA,1990,TRUE,31.99
MEASLES,CA,1991,TRUE,6.49
MEASLES,CA,1992,TRUE,0.19
MEASLES,CA,1993,TRUE,0.18
MEASLES,CA,1994,TRUE,0.19
MEASLES,CA,1995,TRUE,0.09
MEASLES,CA,1996,TRUE,0.11
MEASLES,CA,1997,TRUE,0.09
MEASLES,CA,1998,TRUE,0
MEASLES,CA,1999,TRUE,0.06
MEASLES,CA,2000,TRUE,0.03
MEASLES,CA,2001,TRUE,0.11
MEASLES,CA,2002,TRUE,0
MEASLES,CO,1928,FALSE,206.98
MEASLES,CO,1929,FALSE,74.24000000000001
MEASLES,CO,1930,FALSE,1132.76
MEASLES,CO,1931,FALSE,453.27000000000004
MEASLES,CO,1932,FALSE,222.9
MEASLES,CO,1933,FALSE,27.69
MEASLES,CO,1934,FALSE,1204.25
MEASLES,CO,1935,FALSE,1186.07
MEASLES,CO,1936,FALSE,54.74
MEASLES,CO,1937,FALSE,93
MEASLES,CO,1938,FALSE,823.71
MEASLES,CO,1939,FALSE,525.21
MEASLES,CO,1940,FALSE,231.8
MEASLES,CO,1941,FALSE,661.75
MEASLES,CO,1942,FALSE,505.49
MEASLES,CO,1943,FALSE,976.97
MEASLES,CO,1944,FALSE,556.49
MEASLES,CO,1945,FALSE,95.91
MEASLES,CO,1946,FALSE,992.74
MEASLES,CO,1947,FALSE,142.93
MEASLES,CO,1948,FALSE,723.28
MEASLES,CO,1949,FALSE,557.61
MEASLES,CO,1950,FALSE,395.37
MEASLES,CO,1951,FALSE,934.02
MEASLES,CO,1952,FALSE,386.92
MEASLES,CO,1953,FALSE,684
MEASLES,CO,1954,FALSE,127.66
MEASLES,CO,1955,FALSE,317.08
MEASLES,CO,1956,FALSE,873.22
MEASLES,CO,1957,FALSE,173.47
MEASLES,CO,1958,FALSE,566.11
MEASLES,CO,1959,FALSE,411.5
MEASLES,CO,1960,FALSE,384.73
MEASLES,CO,1961,FALSE,210.35
MEASLES,CO,1962,FALSE,474
MEASLES,CO,1963,TRUE,325.28
MEASLES,CO,1964,TRUE,164.43
MEASLES,CO,1965,TRUE,302.7
MEASLES,CO,1966,TRUE,72
MEASLES,CO,1967,TRUE,79.64
MEASLES,CO,1968,TRUE,23.54
MEASLES,CO,1969,TRUE,6.43
MEASLES,CO,1970,TRUE,10.41
MEASLES,CO,1971,TRUE,37.17
MEASLES,CO,1972,TRUE,20.88
MEASLES,CO,1973,TRUE,6.55
MEASLES,CO,1974,TRUE,6.13
MEASLES,CO,1975,TRUE,44.44
MEASLES,CO,1976,TRUE,16.669999999999998
MEASLES,CO,1977,TRUE,15.700000000000001
MEASLES,CO,1978,TRUE,1.8
MEASLES,CO,1979,TRUE,2.48
MEASLES,CO,1980,TRUE,0.77
MEASLES,CO,1981,TRUE,0.25
MEASLES,CO,1982,TRUE,0.22
MEASLES,CO,1985,TRUE,0.27
MEASLES,CO,1986,TRUE,0.15
MEASLES,CO,1987,TRUE,0.27
MEASLES,CO,1988,TRUE,3.53
MEASLES,CO,1989,TRUE,3.02
MEASLES,CO,1990,TRUE,4.17
MEASLES,CO,1991,TRUE,0.32999999999999996
MEASLES,CO,1992,TRUE,0.64
MEASLES,CO,1993,TRUE,0
MEASLES,CO,1994,TRUE,0.54
MEASLES,CO,1995,TRUE,0.6799999999999999
MEASLES,CO,1996,TRUE,0.21
MEASLES,CO,1997,TRUE,0.72
MEASLES,CO,1999,TRUE,0
MEASLES,CO,2000,TRUE,0.06
MEASLES,CT,1928,FALSE,634.95
MEASLES,CT,1929,FALSE,614.8199999999999
MEASLES,CT,1930,FALSE,112.23
MEASLES,CT,1931,FALSE,790.46
MEASLES,CT,1932,FALSE,348.27
MEASLES,CT,1933,FALSE,330.66
MEASLES,CT,1934,FALSE,282.35
MEASLES,CT,1935,FALSE,1449.49
MEASLES,CT,1936,FALSE,228.97
MEASLES,CT,1937,FALSE,606.76
MEASLES,CT,1938,FALSE,107.56
MEASLES,CT,1939,FALSE,937.54
MEASLES,CT,1940,FALSE,376.52
MEASLES,CT,1941,FALSE,364.57
MEASLES,CT,1942,FALSE,587.88
MEASLES,CT,1943,FALSE,550.38
MEASLES,CT,1944,FALSE,493.5
MEASLES,CT,1945,FALSE,170.2
MEASLES,CT,1946,FALSE,397.91
MEASLES,CT,1947,FALSE,814.92
MEASLES,CT,1948,FALSE,140.62
MEASLES,CT,1949,FALSE,935.63
MEASLES,CT,1950,FALSE,197.45
MEASLES,CT,1951,FALSE,227.43
MEASLES,CT,1952,FALSE,1179.01
MEASLES,CT,1953,FALSE,99.99
MEASLES,CT,1954,FALSE,223.47
MEASLES,CT,1955,FALSE,1256.63
MEASLES,CT,1956,FALSE,116.46
MEASLES,CT,1957,FALSE,409.99
MEASLES,CT,1958,FALSE,645.65
MEASLES,CT,1959,FALSE,516.46
MEASLES,CT,1960,FALSE,434.62
MEASLES,CT,1961,FALSE,261.76
MEASLES,CT,1962,FALSE,672.06
MEASLES,CT,1963,TRUE,214.81
MEASLES,CT,1964,TRUE,189.03
MEASLES,CT,1965,TRUE,322.89
MEASLES,CT,1966,TRUE,32.51
MEASLES,CT,1967,TRUE,3.5700000000000003
MEASLES,CT,1968,TRUE,23.82
MEASLES,CT,1969,TRUE,21.39
MEASLES,CT,1970,TRUE,3.8200000000000003
MEASLES,CT,1971,TRUE,38.91
MEASLES,CT,1972,TRUE,50.08
MEASLES,CT,1973,TRUE,59.17
MEASLES,CT,1974,TRUE,5.6
MEASLES,CT,1975,TRUE,4.16
MEASLES,CT,1976,TRUE,7.64
MEASLES,CT,1977,TRUE,25.02
MEASLES,CT,1978,TRUE,17.04
MEASLES,CT,1979,TRUE,0.12
MEASLES,CT,1980,TRUE,0.85
MEASLES,CT,1981,TRUE,0.27
MEASLES,CT,1982,TRUE,0.24
MEASLES,CT,1983,TRUE,0
MEASLES,CT,1984,TRUE,0.31
MEASLES,CT,1985,TRUE,0.18
MEASLES,CT,1986,TRUE,0.27
MEASLES,CT,1987,TRUE,0.6599999999999999
MEASLES,CT,1988,TRUE,0.51
MEASLES,CT,1989,TRUE,6.529999999999999
MEASLES,CT,1990,TRUE,5.7
MEASLES,CT,1991,TRUE,0.69
MEASLES,CT,1992,TRUE,0.06
MEASLES,CT,1993,TRUE,0.18
MEASLES,CT,1994,TRUE,0.12
MEASLES,CT,1995,TRUE,0.03
MEASLES,CT,1996,TRUE,0.03
MEASLES,CT,1997,TRUE,0
MEASLES,CT,1999,TRUE,0
MEASLES,CT,2001,TRUE,0
MEASLES,DC,1928,FALSE,535.63
MEASLES,DC,1929,FALSE,94.2
MEASLES,DC,1930,FALSE,182.1
MEASLES,DC,1931,FALSE,832.99
MEASLES,DC,1932,FALSE,53.14
MEASLES,DC,1933,FALSE,100.8
MEASLES,DC,1934,FALSE,1137.49
MEASLES,DC,1935,FALSE,152.73
MEASLES,DC,1936,FALSE,335.59000000000003
MEASLES,DC,1937,FALSE,333.27
MEASLES,DC,1938,FALSE,115.59
MEASLES,DC,1939,FALSE,497.42
MEASLES,DC,1940,FALSE,126.99
MEASLES,DC,1941,FALSE,488.19
MEASLES,DC,1942,FALSE,190.76
MEASLES,DC,1943,FALSE,234.27
MEASLES,DC,1944,FALSE,310.09
MEASLES,DC,1945,FALSE,39.59
MEASLES,DC,1946,FALSE,465.92
MEASLES,DC,1947,FALSE,60.15
MEASLES,DC,1948,FALSE,305.05
MEASLES,DC,1949,FALSE,278.56
MEASLES,DC,1950,FALSE,213.51
MEASLES,DC,1951,FALSE,185.16
MEASLES,DC,1952,FALSE,286.17
MEASLES,DC,1953,FALSE,44.05
MEASLES,DC,1954,FALSE,383.3
MEASLES,DC,1955,FALSE,57.69
MEASLES,DC,1956,FALSE,210.28
MEASLES,DC,1957,FALSE,114.82000000000001
MEASLES,DC,1958,FALSE,187.57
MEASLES,DC,1959,FALSE,52.17
MEASLES,DC,1960,FALSE,158.16
MEASLES,DC,1961,FALSE,47.09
MEASLES,DC,1962,FALSE,89.2
MEASLES,DC,1963,TRUE,27.759999999999998
MEASLES,DC,1964,TRUE,43.14
MEASLES,DC,1965,TRUE,19.759999999999998
MEASLES,DC,1966,TRUE,49.3
MEASLES,DC,1967,TRUE,3.46
MEASLES,DC,1968,TRUE,0.78
MEASLES,DC,1969,TRUE,5.89
MEASLES,DC,1970,TRUE,46
MEASLES,DC,1971,TRUE,2.12
MEASLES,DC,1972,TRUE,0.27
MEASLES,DC,1973,TRUE,1.4000000000000001
MEASLES,DC,1974,TRUE,0.14
MEASLES,DC,1975,TRUE,0.28
MEASLES,DC,1976,TRUE,1.94
MEASLES,DC,1977,TRUE,2.1
MEASLES,DC,1978,TRUE,0.3
MEASLES,DC,1979,TRUE,0.16
MEASLES,DC,1980,TRUE,0.79
MEASLES,DC,1981,TRUE,0.32
MEASLES,DC,1982,TRUE,0.16
MEASLES,DC,1985,TRUE,4.39
MEASLES,DC,1989,TRUE,6.74
MEASLES,DC,1990,TRUE,3.6599999999999997
MEASLES,DC,1992,TRUE,0.33
MEASLES,DC,1996,TRUE,0
MEASLES,DC,1997,TRUE,0.35
MEASLES,DE,1928,FALSE,256.02
MEASLES,DE,1929,FALSE,239.82
MEASLES,DE,1930,FALSE,109.25
MEASLES,DE,1931,FALSE,1003.28
MEASLES,DE,1932,FALSE,15.979999999999999
MEASLES,DE,1933,FALSE,82.68
MEASLES,DE,1934,FALSE,1225.2
MEASLES,DE,1935,FALSE,412.7
MEASLES,DE,1936,FALSE,555.96
MEASLES,DE,1937,FALSE,707.1
MEASLES,DE,1938,FALSE,236.02
MEASLES,DE,1939,FALSE,94.63
MEASLES,DE,1940,FALSE,36.04
MEASLES,DE,1941,FALSE,1268.35
MEASLES,DE,1942,FALSE,90.16
MEASLES,DE,1943,FALSE,564.55
MEASLES,DE,1944,FALSE,138.4
MEASLES,DE,1945,FALSE,96.86
MEASLES,DE,1946,FALSE,198.98
MEASLES,DE,1947,FALSE,19.41
MEASLES,DE,1948,FALSE,333.13
MEASLES,DE,1949,FALSE,234.53
MEASLES,DE,1950,FALSE,194.7
MEASLES,DE,1951,FALSE,208.42
MEASLES,DE,1952,FALSE,119.34
MEASLES,DE,1953,FALSE,115.88
MEASLES,DE,1954,FALSE,527.67
MEASLES,DE,1955,FALSE,26.98
MEASLES,DE,1956,FALSE,212.31
MEASLES,DE,1957,FALSE,78.13
MEASLES,DE,1958,FALSE,118.89999999999999
MEASLES,DE,1959,FALSE,139.7
MEASLES,DE,1960,FALSE,212.92000000000002
MEASLES,DE,1961,FALSE,368.35
MEASLES,DE,1962,FALSE,129.42
MEASLES,DE,1963,TRUE,248.69
MEASLES,DE,1964,TRUE,79.26
MEASLES,DE,1965,TRUE,102.38
MEASLES,DE,1966,TRUE,51.14
MEASLES,DE,1967,TRUE,10.64
MEASLES,DE,1968,TRUE,4.51
MEASLES,DE,1969,TRUE,93.73
MEASLES,DE,1970,TRUE,47.46
MEASLES,DE,1971,TRUE,7.27
MEASLES,DE,1972,TRUE,9.66
MEASLES,DE,1973,TRUE,1.7100000000000002
MEASLES,DE,1974,TRUE,2.72
MEASLES,DE,1975,TRUE,5.94
MEASLES,DE,1976,TRUE,18.8
MEASLES,DE,1977,TRUE,1.1800000000000002
MEASLES,DE,1978,TRUE,1.87
MEASLES,DE,1979,TRUE,0.17
MEASLES,DE,1980,TRUE,0.68
MEASLES,DE,1986,TRUE,0.16
MEASLES,DE,1987,TRUE,3.09
MEASLES,DE,1989,TRUE,5.4
MEASLES,DE,1990,TRUE,1.3499999999999999
MEASLES,DE,1991,TRUE,2.81
MEASLES,DE,1992,TRUE,0.42000000000000004
MEASLES,DE,1993,TRUE,0.28
MEASLES,DE,1996,TRUE,0.13
MEASLES,DE,1998,TRUE,0
MEASLES,FL,1928,FALSE,119.58
MEASLES,FL,1929,FALSE,78.01
MEASLES,FL,1930,FALSE,356.59000000000003
MEASLES,FL,1931,FALSE,260.79
MEASLES,FL,1932,FALSE,13.63
MEASLES,FL,1933,FALSE,63.93
MEASLES,FL,1934,FALSE,505.65
MEASLES,FL,1935,FALSE,72.77
MEASLES,FL,1936,FALSE,18.22
MEASLES,FL,1937,FALSE,23.08
MEASLES,FL,1938,FALSE,517.83
MEASLES,FL,1939,FALSE,157.53
MEASLES,FL,1940,FALSE,114.19
MEASLES,FL,1941,FALSE,459.76
MEASLES,FL,1942,FALSE,189.60999999999999
MEASLES,FL,1943,FALSE,68.57
MEASLES,FL,1944,FALSE,189.74
MEASLES,FL,1945,FALSE,39.63
MEASLES,FL,1946,FALSE,116.89
MEASLES,FL,1947,FALSE,53.1
MEASLES,FL,1948,FALSE,152.39
MEASLES,FL,1949,FALSE,144.03
MEASLES,FL,1950,FALSE,83.43
MEASLES,FL,1951,FALSE,76.21000000000001
MEASLES,FL,1952,FALSE,109.99
MEASLES,FL,1953,FALSE,38.5
MEASLES,FL,1954,FALSE,312.27
MEASLES,FL,1955,FALSE,38.04
MEASLES,FL,1956,FALSE,127.23
MEASLES,FL,1957,FALSE,120.36
MEASLES,FL,1958,FALSE,266.67
MEASLES,FL,1959,FALSE,74.68
MEASLES,FL,1960,FALSE,74.46
MEASLES,FL,1961,FALSE,127.69
MEASLES,FL,1962,FALSE,76.09
MEASLES,FL,1963,TRUE,66.69
MEASLES,FL,1964,TRUE,121.55
MEASLES,FL,1965,TRUE,62.29
MEASLES,FL,1966,TRUE,64.38
MEASLES,FL,1967,TRUE,28.92
MEASLES,FL,1968,TRUE,8.94
MEASLES,FL,1969,TRUE,9.27
MEASLES,FL,1970,TRUE,20.19
MEASLES,FL,1971,TRUE,30.830000000000002
MEASLES,FL,1972,TRUE,17.64
MEASLES,FL,1973,TRUE,4.7
MEASLES,FL,1974,TRUE,2.7
MEASLES,FL,1975,TRUE,0.9400000000000001
MEASLES,FL,1976,TRUE,3.7800000000000002
MEASLES,FL,1977,TRUE,3.3
MEASLES,FL,1978,TRUE,11.6
MEASLES,FL,1979,TRUE,6.2
MEASLES,FL,1980,TRUE,4.04
MEASLES,FL,1981,TRUE,2.89
MEASLES,FL,1982,TRUE,2.0100000000000002
MEASLES,FL,1983,TRUE,1.48
MEASLES,FL,1984,TRUE,0.16
MEASLES,FL,1985,TRUE,0.9900000000000001
MEASLES,FL,1986,TRUE,3.38
MEASLES,FL,1987,TRUE,0.72
MEASLES,FL,1988,TRUE,1.32
MEASLES,FL,1989,TRUE,1.6
MEASLES,FL,1990,TRUE,2.87
MEASLES,FL,1991,TRUE,2.21
MEASLES,FL,1992,TRUE,0.3
MEASLES,FL,1993,TRUE,0.2
MEASLES,FL,1994,TRUE,0.16
MEASLES,FL,1995,TRUE,0.06
MEASLES,FL,1996,TRUE,0
MEASLES,FL,1997,TRUE,0.06
MEASLES,FL,1998,TRUE,0.01
MEASLES,FL,1999,TRUE,0.01
MEASLES,FL,2000,TRUE,0.02
MEASLES,FL,2002,TRUE,0.01
MEASLES,GA,1928,FALSE,159.73
MEASLES,GA,1929,FALSE,40.63
